Date in details,Name and nationality of Economcists / Prophets / Sahaba,Book Title or links,Schools of Thoughts,Crisis / Events,Evolution of Money,Society ,Dates 
1871,"Jevons
1835–1882
UK","Theory of Political Economy
1871",,,,,
,"Publication of Principles of Economics by Carl Menger, one of the three founders of marginalist economics and the founder of the Austrian School of Economics.",,"Neoclassical economists are a school of economic thought that developed from the 19th century onward and continues to influence the discipline today. Here are some key points of neoclassical thinking:

Utility and utility maximization: Neoclassical economists consider that individuals make economic decisions by seeking to maximize their utility. They place great importance on individual preferences and on maximizing personal satisfaction in decision-making.
Market equilibrium: Neoclassical economists emphasize market equilibrium, where supply and demand meet to determine prices and quantities exchanged. They believe the market is an efficient mechanism for allocating resources and that it naturally tends toward an equilibrium in which supply and demand balance each other.
Marginal value theory: Neoclassical economists develop the theory of marginal value, according to which the value of a good or service is determined by its marginal utility, meaning the additional utility gained from obtaining one extra unit of that good or service.
Role of firms and entrepreneurs: Neoclassical economists recognize the central role of firms and entrepreneurs in the economy. They consider that firms seek to maximize profits by optimizing the combination of factors of production and responding to market price signals.
Critique of government intervention: Neoclassical economists are often critical of government intervention in the economy. They argue that free markets are generally more efficient than government intervention and that they are able to adjust to economic changes.

It should be noted that neoclassical thought encompasses a variety of perspectives and schools of thought, which leads to differences in approaches and emphasis. However, these general points summarize some of the main characteristics of neoclassical economic though",,,1871 Germany is unified,
1873,,,,"May 9. After two years of intense speculation in Germany and Austria, the crash of the Vienna Stock Exchange marks the beginning of more than twenty-five years of stagnation in the world economy. This Great Depression is now considered the first major crisis of globalization.

The banking crisis of May 1873, triggered by a crash on May 9 in Vienna, was caused by uncontrolled real-estate speculation that collapsed when the 1873 World’s Fair proved disappointing. Berlin, boosted by the Prussian monetary law of December 4, 1871, and Paris, driven by the speculations of Georges-Eugène Haussmann, were the most affected by the backlash. Bank failures multiplied, and banks began to distrust one another.

In the United States, the difficulties of Jay Cooke & Co. triggered the Panic of September 18, 1873. This was followed by the “Great Stagnation” of the world economy between 1873 and 1896.",,,
1874,"Publication of Elements of Pure Economics by Léon Walras, founder of the theory of general equilibrium.",,,,,,
1875,"Böhm-Bawerk
1851–1914
Austria","Capital and Interest
",,,,,
1877,"Muhammad Iqbal, British India",Economic justice in Islam	The Reconstruction of Religious Thought in Islam,,,,,
1881,"Edgeworth
1845–1926
Ireland","Mathematical Psychics
1881",,,,,
1882,,,,"January 19. The bankruptcy of the Union Générale, a French bank that had multiplied speculative investments in Eastern Europe, causes a severe stock market and banking crisis in France. It is a leftover effect of the 1873 crash.

On January 19, the bank’s share price collapses, leading to its failure and a large-scale stock market and banking crisis largely confined to France. Founded four years earlier, Union Générale had experienced rapid growth based on risky investments, particularly in mining, insurance, and land development companies, especially in Russia, Austria-Hungary, and the Balkans, as well as stock market speculation.",,,
1890,"Publication of Principles of Economics by Alfred Marshall (1842–1924), a foundational work of the neoclassical school of economics.",,,"A default on payments by Argentina causes the collapse of the Baring Bank in Great Britain. The stock market panic spreads from the London Stock Exchange to other major financial centers.

The oldest British bank fails due to its exposure to Argentine sovereign debt, as Argentina becomes over-indebted and defaults. The Bank of England, supported by the Banque de France, steps in to rescue it in order to prevent a chain of bankruptcies. However, London banks, seeking to offset their losses on Argentine securities, sell assets on the New York market, thereby helping to spread the panic.",,,
1891,"Keynes (J.N.)
1852–1949
UK","Scope of Political Economy
1891",,,,,
1893,,,,Financial crash that occurred in the United States when investors tried to convert their federal holdings into gold.,,,
1898,"Wicksell
1851–1926
Sweden","Interest and Prices
1898",,,,,
1899,"Clark
1847–1938
USA","Distribution of Wealth
1899",,,,,
,"Veblen
1857–1929
USA","Theory of the Leisure Class
1899",,,,,
1903–1979,"Abu A‘la al‑Mawdudi, India/Pakistan",Islamic economic system and banking	The Economic Problem of Man and Its Islamic Solution,,,,,AD 1900
1906,"Publication in Italian of the Treatise on Political Economy by Vilfredo Pareto (1848–1923), a foundational work in microeconomics.",,,,,1914-1918 World War I,
1907,,,,"The 1907 American banking panic, also called the Banker’s Panic, occurs when the stock market suddenly collapses, losing nearly 50% of the value it had reached at its peak the previous year. Starting in New York, the panic spreads across the entire country, pushing many banks and businesses into bankruptcy.",,,
1911,"Schumpeter
1883–1950
Austria","Theory of Economic Development
1911",,,,,
1912,"Pigou
1877–1959
UK","Wealth and Welfare
1912",,,,,
1919,Publication of The Economic Consequences of the Peace by John Maynard Keynes (1883–1946).,,,,,1917 Bolshevik Revolution in Russia,
1923,,,,"Interest rates. In Germany, the hyperinflation of the Weimar Republic reached its peak in November 1923. Its immediate cause was France’s demand for war reparations (“the Boche will pay”). The French army occupied the Ruhr as collateral, paralysing the country’s main industrial region. Within a few months, goods were being bought for billions of marks, and a wheelbarrow was needed to carry the banknotes.

The monetary crisis was worsened by internal unrest (Communists in Saxony and Thuringia, and Hitler’s Beer Hall Putsch in Munich). The Americans and the British, who had major financial interests in Germany, persuaded France to reduce its demands and withdraw from the Ruhr.",,1929 World economic crisis,
1924,"Publication of the book Social Credit, presenting the theory of Social Credit by Clifford Hugh Douglas.",,,,"1930: End of the Gold Standard",,
1929,,,,October 24. The crash of the New York Stock Exchange triggers the most severe global economic crisis of the 20th century. This new Great Depression is the second major crisis of modern globalization.,,,
1930,,,,"Throughout the year, stock markets are marked by volatility. The crisis begins to affect the real economy. In the autumn, as the Federal Reserve refuses to inject liquidity into the banking system, the failure of the Bank of United States triggers a large-scale banking crisis. Unable to access credit, hundreds of companies go bankrupt. Depositors are also affected.",,,
1931–2022,"Nejatullah Siddiqi, India",Islamic banking theory	Banking Without Interest,,"May–June. The banking crisis reaches Europe with the collapse of several German and Austrian banks. Speculators attack the mark, forcing Germany to seek international loans to support its currency. In the autumn, a second wave of bank failures shakes America. The banking crisis turns into an economic crisis.",,,
1932,"Khurshid Ahmad, Pakistan",Islamic development economics	Studies in Islamic Economics,,,,,
1933,"Muhammad Umar Chapra, Saudi Arabia/Pakistan",Islamic banking and development	Islam and the Economic Challenge,,,,,
,"Bertil Ohlin (1899–1979) publishes Interregional and International Trade, which contains the first version of the Heckscher-Ohlin model.",,,"March. Third American banking crisis. In less than four years, the number of unemployed in the United States rose from 1.5 million to 15 million. Franklin D. Roosevelt introduces the New Deal (“new deal”) to revive the economy. He aims to mitigate the effects of the economic crisis within one hundred days.

His program seeks to assist the most disadvantaged and reform the banking and financial system, notably by separating commercial and investment banking and creating a financial markets regulatory authority, the Securities and Exchange Commission (SEC).",,1933 Hitler becomes chancellor,
1935–1980,"Baqir al‑Sadr, Iraq",Islamic economics vs capitalism/socialism	Iqtisaduna,,Renewal of the New Deal with the adoption of several social laws in the United States. The reform program will end in 1938.,,,
1936,"Publication of the book The General Theory of Employment, Interest and Money by John Maynard Keynes, which establishes the foundations of macroeconomic theory.",,,,,,
1937,"John Hicks presents, in an article titled Keynes and the Classics: A Suggested Interpretation, the IS-LM model, his interpretation of the General Theory. It is a synthesis of Keynesian and neoclassical analysis.",,,"New recession in the United States. The world economy has been in stagnation for eight years, and several countries have increased protectionist measures to shield themselves from the crisis.",,,
1939,,,,,,1939-1945 World War II,
1940,"Monzer Kahf, Syria",Zakat and Islamic public finance	The Islamic Economy,,,,,
1942,"Publication of Capitalism, Socialism, and Democracy by Joseph Schumpeter (1883–1950)",,"Keynesianism : Effective Demand: Keynesianism emphasizes the central role of effective demand in the economy. Keynes argued that fluctuations in aggregate demand, particularly investment and consumer spending, were the main drivers of economic cycles.
Role of the State: Keynesians advocate for an active role of the government in the economy to reduce economic fluctuations and promote growth. According to Keynes, the government should intervene to stimulate demand by increasing public spending, reducing taxes, or using expansionary monetary policies.
Fiscal Policy: Fiscal policy holds a central place in Keynesian thought. Keynes recommended the use of budget deficits during periods of recession to stimulate economic activity. The idea was that additional government spending would create additional income and demand, thereby supporting economic recovery.
Keynesian Multiplier: Keynes developed the concept of the Keynesian multiplier to explain how changes in public spending could have a multiplying effect on aggregate demand. According to the Keynesian multiplier, an increase in government spending can generate a larger increase in national income.
Monetary Policy: Although monetary policy was not at the core of Keynesian thought, Keynes recognized its importance. He argued that central banks should use expansionary monetary policies to lower interest rates and stimulate investment and aggregate demand.

Keynesianism had a considerable influence on economic policies in many countries, especially after the Great Depression of the 1930s. Keynesian thought also contributed to the emergence of macroeconomics as a distinct field of study, focused on the analysis of economic aggregates and macroeconomic policies.",,,,
1944,,,,"July 22. Bretton Woods Agreement, which establishes the international monetary system, remaining in force until 1971, and creates the International Monetary Fund (IMF) and the future World Bank.",,,
1948,Publication of Economics: An Introductory Analysis by Paul Samuelson (1915–2009).,,,,,1947 Cold War begins,
1949,Publication of Human Action: A Treatise on Economics by Ludwig von Mises (1881–1973).,,,,,c. 1950 Decolonization,
1954,"Timur Kuran, Turkey/USA",Institutional critique of Islamic economics	The Long Divergence,,,,,
1962,Publication of Capitalism and Freedom by Milton Friedman (1912–2006).,,,,,,
1966,,,,"Credit crisis in the United States. By pursuing a restrictive monetary policy to fight inflation, the Federal Reserve (the U.S. central bank) worsens the difficulties of banks, which are already facing depleted reserves. These banks then restrict lending, triggering an economic slowdown.

After several years of strong economic growth, U.S. banks run short of reserves in a context where the Federal Reserve is implementing a tight policy to contain inflation. The crisis results in falling stock prices, reduced liquidity, and rising interest rates, leading to a sharp slowdown in economic activity. It is considered the first modern crisis, with similar credit tightening episodes occurring in 1969 and 1974.",,,
1968,,,,,,1968 Ecological movements,
1969,"Tinbergen
1903–1994
Netherlands","Econometric modeling
Nobel 1969",,,,,
,"Frisch
1895–1973
Norway","Econometrics
Nobel 1969",,,,,
1970,"Samuelson
1915–2009
USA","Foundations of Economic Analysis
Nobel 1970",,,,,
1971,"Kuznets
1901–1985
USA","Economic Growth studies
Nobel 1971","Monetarists: Role of money: Monetarists place great importance on money in the economy. They argue that the quantity of money in circulation has a direct impact on levels of output, employment, and inflation. According to monetarists, excessive growth of the money supply can lead to inflation.
Price and wage rigidity: Monetarists emphasize the idea that prices and wages do not adjust immediately to changes in supply and demand. They argue that price adjustments are slow and that monetary policy should therefore be used to maintain price stability.
Money supply rule: Monetarists advocate a money supply rule, according to which the growth of the money supply should be regulated in a predictable and stable way. They generally recommend a fixed and moderate growth rate of the money supply to maintain price stability and promote economic growth.
Critique of discretionary policies: Monetarists are often critical of discretionary economic policies, meaning policies adjusted according to changing economic conditions. They argue that such policies can introduce uncertainty and errors into economic decision-making and instead advocate clear and predictable monetary rules.
Importance of aggregate supply: Monetarists place particular importance on aggregate supply in determining output and employment. They emphasize that monetary policy can influence aggregate supply by affecting incentives for production and investment.

Monetarism has had a significant influence on economic policy, particularly in the 1970s and 1980s. Its ideas were used to justify strict anti-inflation policies and to challenge discretionary economic management. However, it should be noted that there are debates and differences of opinion within the monetarist school itself.","August 15. The United States unilaterally suspends the convertibility of the dollar into gold and allows its currency to float. They carry out a first devaluation of 7.9% in December, followed by a second in February 1973. At that date, the so-called “Washington Agreements” establish a system of floating exchange rates, which calls into question the Bretton Woods system established in 1944.

The unilateral suspension of dollar-gold convertibility on August 15 leads to the Washington Agreements of December 18, 1971. After a transition period, this results in the adoption, in February 1973 following the Washington Agreements of December 18, 1971, of the floating exchange rate system, which is still in place today. It was effectively implemented on March 19, 1973, and later formalized by the Jamaica Agreements of January 8, 1976.",,,
1972,"Arrow
1921–2017
USA","Social Choice & Welfare
Nobel 1972",,May. Opening in Chicago of the International Monetary Market and introduction of the first currency futures contracts. Stock options appear the following year on the Chicago Board Options Exchange.,,,
,"Hicks
1904–1989
UK","IS-LM model
Nobel 1972",,,,,
1973,"Publication of the article by Fischer Black (1938–1995) and Myron Scholes (1941– ) on option valuation, The Pricing of Options and Corporate Liabilities, which lays the foundations of modern financial mathematics.",,,"December. First oil shock: the price of a barrel is multiplied by four after the embargo imposed by Arab member countries of the Organization of the Petroleum Exporting Countries (OPEC), following the Yom Kippur War in October.",,"1973 First Oil Shock, economic crisis and mass unemployment starts",
,"Leontief
1906–1999
USA","Input-Output Analysis
Nobel 1973",,,,,
1974,"Hayek
1899–1992
Austria/UK","Road to Serfdom
Nobel 1974",,"June 26. The collapse of the German Herstatt Bank triggers a severe crisis in the foreign exchange market and highlights the systemic risks created by the interdependence of financial centers. The Basel Committee on Banking Supervision, bringing together central bank representatives from the Group of Ten countries, is created in December.

On June 26, the Herstatt Bank in Germany formally files for bankruptcy while the U.S. dollar side of its foreign exchange transactions remains unsettled due to time-zone differences. This becomes the first major awareness of systemic risk in modern financial markets.",,,
,"Myrdal
1898–1987
Sweden","Asian Drama
Nobel 1974",,"Bond crisis. The oil shock causes British bonds to fall as it worsens already existing inflation. The Labour government is forced to request $3.9 billion from the IMF in 1976 due to a boycott of the bond market, after inflation peaked at 25% in 1975.",,,
1976,"Friedman
1912–2006
USA","Monetary History of US
Nobel 1976",,"January. The Jamaica Agreements, following the meeting of the Interim Committee of the International Monetary Fund (IMF), formalize the abandonment of the gold standard and confirm the generalized floating of currencies.",,,
1977,"Meade
1907–1995
UK","Trade & Welfare
Nobel 1977",,,,,
,"Ohlin
1899–1979
Sweden","Trade Theory
Nobel 1977",,,,,
1978,"Simon
1916–2001
USA","Administrative Behavior
Nobel 1978",,,,,
1979,"Schultz
1902–1998
USA","Human Capital
Nobel 1979",,"March. Creation of the European Monetary System (EMS), which replaces the “snake in the tunnel” and introduces a unit of account, the ECU, whose value is based on a basket of currencies.

June. The United Kingdom abolishes exchange controls and deregulates capital movements.

October. Acceleration of financial deregulation in the United States. The Federal Reserve sharply raises interest rates. From October onward, the new chairman of the U.S. central bank, Paul Volcker, pushes up overnight money market rates, which will exceed 20% several times in order to bring an end—successfully but at the cost of a severe recession—to the high inflation of the 1970s.",,,
,"Lewis
1915–1991
UK","Dual Sector Model
Nobel 1979",,,,,
1980,"Klein
1920–2013
USA","Macro econometric models
Nobel 1980",,"Cornering the silver market (metals, energy, agricultural commodities). A spectacular but unsuccessful attempt to corner the silver market by Texan oilman Nelson Bunker Hunt and his brother William Herbert Hunt was clearly conceived and planned during the inflationary years, when traditional precious metals appeared to be safe-haven assets.

It was ultimately defeated by the massive rise in short-term U.S. interest rates (see above) and ended with (a) the bankruptcy of the Hunt brothers and (b) a lasting loss of monetary status for precious metals.",,,
1981,"Tobin
1918–2002
USA","Portfolio Theory
Nobel 1981","Real Business Cycle:  Supply shocks: According to real business cycle theory, economic fluctuations are mainly caused by supply shocks rather than demand shocks. These supply shocks may be linked to technological changes, variations in productivity, or disruptions in natural resources.
Reactions of economic agents: Economic agents, such as workers and firms, adjust their decisions in response to supply shocks. For example, during a positive supply shock, firms increase production and workers increase their labor supply. Similarly, during a negative supply shock, firms reduce production and workers reduce their labor supply.
Real cycle: Real business cycle theory argues that observed economic fluctuations result from optimal economic adjustments to supply shocks. These adjustments lead to cyclical movements in output, employment, and other real economic variables.
Rationality of economic agents: Economic agents in real business cycle theory are assumed to be rational and well-informed. They make optimal decisions based on available information about supply shocks and adjust their behavior to maximize their utility or profits.
Critique of stabilization policies: Proponents of real business cycle theory question the effectiveness of economic stabilization policies, such as discretionary monetary and fiscal policy. They argue that such policies can introduce distortions and inefficiencies into the economy by disrupting optimal adjustments of agents to supply shocks.

Real business cycle theory was developed in the 1980s and has sparked debate and criticism among economists. Some economists argue that supply shocks are not sufficient to fully explain economic fluctuations and place greater emphasis on demand shocks and market imperfections","August. First currency swap contract arranged by Salomon Brothers, a Wall Street investment bank, on behalf of the World Bank and the computer giant IBM.",,,
1982,"Stigler
1911–1991
USA","Regulation Theory
Nobel 1982",,"August. Mexico declares itself in default. The financial crisis spreads throughout Latin America and the Caribbean. The questioning of commercial banks that had lent massively to developing countries encourages the expansion of financial markets.

Following the 1973 oil shock, developing countries had become heavily indebted, especially since commercial banks were eager to recycle the huge deposits of petrodollars they held. However, this debt was mainly used to cover budget deficits rather than to finance investment, a situation further worsened by the second oil shock of 1978, while banks remained highly willing to lend. A large share of developing-country debt was short-term and carried variable interest rates.

The sharp rise in U.S. short-term interest rates decided at the end of 1979 significantly increased debt burdens. The country where the balance-of-payments situation deteriorated most rapidly was Mexico, which suddenly defaulted in August 1982. This triggered a general credit squeeze and led to a global banking crisis. The U.S. Federal Reserve had to cut interest rates urgently, while the IMF provided emergency credit lines to developing countries. The stock of outstanding debt remained a major issue in the global financial system until the adoption of the Brady Plan (see Brady bonds) in 1989.

This episode, which highlighted “the imperfections of banking intermediation in credit supply” (Michel Aglietta), greatly contributed to the development of financial markets and disintermediation.",,,
,,,,,,,
1983,"Debreu
1921–2004
USA","General Equilibrium
Nobel 1983","New Keynesians (first generation): First-generation New Keynesian economists are researchers who sought to integrate the core principles of Keynesian theory with elements of microeconomics and models of price and wage adjustment. Here are some key points of first-generation New Keynesian thought:

Nominal rigidities: New Keynesians recognize the existence of nominal rigidities, meaning obstacles that prevent prices and wages from adjusting instantly in response to changes in demand and supply. They emphasize market frictions that lead to slow price and wage adjustments, such as long-term contracts and menu costs.
Role of expectations: New Keynesians place particular importance on the expectations of economic agents. They argue that expectations influence economic behavior and can contribute to economic fluctuations. For example, pessimistic expectations may lead to a decline in consumption and investment, amplifying fluctuations.
Stabilization policies: First-generation New Keynesians support the use of stabilization policies, such as monetary and fiscal policy, to mitigate economic fluctuations. They stress that effective policies can help stabilize the economy by reducing the costs associated with price and wage adjustments.
Role of information asymmetry: New Keynesians recognize the role of information asymmetry in the economy. They argue that asymmetries of information between agents can lead to suboptimal behavior, such as adverse selection in credit markets and moral hazard problems.
Market dynamics: First-generation New Keynesians sought to model market dynamics by incorporating nominal rigidities and expectations into their frameworks. They developed macroeconomic models that take into account slow price and wage adjustments and interactions between economic agents.

First-generation New Keynesians contributed to the revival of Keynesian thought and influenced economic policy, particularly in the 1980s and 1990s. Their work laid the foundations for the later development of New Keynesian macroeconomics.",Beginning of the collapse of savings and loan associations in the United States. More than seven hundred institutions fail between 1983 and 1989.,,,
1984,"Stone
1913–1991
UK","National Accounts
Nobel 1984",,"January. In France, a banking law introduces the dematerialization of shares and bonds. May. Rescue of Continental Illinois National Bank and Trust Company, the seventh-largest bank in the United States, through a $7.5 billion support package provided by other banks and the government.",,,
1985,"Modigliani
1918–2003
USA","Life-cycle hypothesis
Nobel 1985",,"May. Reform of the French money market, now open to all investors. First fungible Treasury bonds (OAT) are issued.

September 22. Plaza Accord: the United States, Japan, the Federal Republic of Germany, France, and the United Kingdom agree to intervene in foreign exchange markets.

November 21. A computer outage at the Bank of New York freezes the settlement system for U.S. government bonds for nearly 28 hours and is resolved only through an unprecedented emergency injection of $20 billion by the U.S. Federal Reserve.",,,
1986,"Buchanan
1919–2013
USA","Public Choice Theory
Nobel 1986",,"February. Opening in Paris of the futures market for financial instruments (MATIF, renamed in 1988 the International Futures Market of France).

October. London “Big Bang”: the United Kingdom deeply liberalizes its financial markets and reorganizes the City along the lines of the American model.",,,
1987,"Solow
1924–
USA","Growth Model
Nobel 1987","Second-generation New Keynesians are economists who continued to develop and refine the ideas of first-generation New Keynesians. They placed particular emphasis on market imperfections, nominal rigidities, and the effects of uncertainty on the economy. Here are some key points of second-generation New Keynesian thought:

Nominal and real rigidities: Second-generation New Keynesians recognize both nominal and real rigidities in the economy. They consider that markets are characterized by imperfections that prevent prices and wages from adjusting quickly. This may be due to long-term contracts, menu costs, search frictions in labor markets, etc.
Models of imperfect competition: They developed models of imperfect competition to analyze markets where firms have some degree of market power. They emphasized the consequences of these imperfections on prices, wages, and firms’ decisions, which can affect macroeconomic dynamics.
Monetary and fiscal policy: Second-generation New Keynesians support the use of monetary and fiscal policy to stabilize the economy in the event of economic shocks. They stress the importance of active monetary policy, including the use of policy rules or inflation targeting, as well as fiscal policy to smooth economic fluctuations.
Effects of uncertainty and expectations: They pay particular attention to the effects of uncertainty and expectations on economic behavior. Expectations may be influenced by factors such as economic uncertainty, imperfect information, and cognitive biases, affecting consumption, investment, and policy decisions.
Interaction between real and monetary markets: They analyze the interaction between real and monetary markets, recognizing that financial conditions such as interest rates, credit, and liquidity constraints can have significant effects on economic activity. They study how monetary policy can influence these financial conditions and affect the real economy.

Second-generation New Keynesians contributed to the enrichment and sophistication of macroeconomic models by emphasizing market imperfections, realistic agent behavior, and interactions between markets. Their work has influenced economic policy and economic research.


","October. The rise in long-term U.S. interest rates diverts investors away from equity markets, triggering a crash on Wall Street: on the 19th, the Dow Jones index falls by 22.6%. Hong Kong, London, Brussels, and Paris are quickly affected. The Federal Reserve, acting as lender of last resort, intervenes to prevent a major crisis.

From January 1987 onward, due to imbalances in the foreign exchange market caused by the Louvre Accord, which artificially halted the dollar’s decline, long-term U.S. interest rates rose significantly while equity markets continued to climb. By late summer, 10-year yields had increased by 300 basis points, making equity valuations increasingly unsustainable and triggering a major correction. On October 19, the 10-year yield increase over the year briefly reached 400 basis points, ultimately causing the most dramatic one-day stock market crash ever recorded. The U.S. central bank intervened massively as lender of last resort to prevent a chain of failures among brokerages and investment banks.",,,
1988,"Allais
1911–2010
France","Market Theory
Nobel 1988",,"July. Basel Accords on the capital adequacy of international banks. They must now comply with a solvency ratio (the so-called “Cooke ratio”), requiring them to hold a minimum level of equity capital in order to reduce the risk of bankruptcy.",,,
1989,"Haavelmo
1911–1999
Norway","Econometrics
Nobel 1989",,"August. The United States Congress adopts a rescue plan for savings and loan associations.

October. Crash of junk bonds (high-yield, high-risk speculative bonds) in the United States.",,1989 Collapse of the Berlin Wall and end of the Cold War,
,,,,"Between the beginning of the year and autumn 1989, the average yield on junk bonds rises from 450 basis points above U.S. government bonds to more than 1,000 basis points (i.e., a 10% actuarial yield) above those same government bonds.

Calculation method: Merrill Lynch junk bond index minus the actuarial yield of the 7-year constant maturity Treasury. Source: Federal Reserve Bank of San Francisco (archive). Junk bonds: banking, interest rates.",,,
,,,,"The peak is reached on December 29, 1989, on the Japanese stock market, with an intraday high of 38,957.44 for the Nikkei index.

Japanese speculative bubble (stocks, real estate, banks).",,,
1990,"Markowitz
1927–
USA","Portfolio Theory
Nobel 1990",,"Janvier. Début du dégonflement de la bulle financière au Japon après que l’indice Nikkei a atteint son plus haut historique en séance (38 957,44 points) le 29 décembre 1989. Suppression du contrôle des changes en France.

Juillet. La directive sur la liberté de circulation des capitaux entre en vigueur dans la Communauté économique européenne.

Septembre. Effondrement du marché international de l’immobilier après une importante vague de spéculation., Le 2 août 1990, l'Irak envahit le Koweït. Depuis, 1988, l'Irak cherchait à revaloriser ses revenus issus de sa production pétrolière, accusant le Koweït de lui « voler » son pétrole. Les conséquences du conflit sur le plan financier furent : une augmentation du prix du baril, et une tension maximale sur les marchés financiers (remboursement des emprunts des pays en voie de développement et émergents), qui conduisit le FMI à prendre deux mesures, le Enhanced Structural Adjustment Facility (ESAF) et le Compensatory and Contingency Financing Facility.",,,
,"Miller
1923–2000
USA","Corporate Finance
Nobel 1990",,,,,
,"Sharpe
1934–
USA","CAPM
Nobel 1990",,,,,
1991,"Coase
1910–2013
UK","The Nature of the Firm
Nobel 1991",,,,,
1992,"Becker
1930–2014
USA","Economic Approach to Behavior
Nobel 1992",,"February. Signature of the Maastricht Treaty establishing, by 2002, a European Economic and Monetary Union (EMU) based on a single currency called the “euro,” introduced in May 1998.

September. Uncertainty over the result of the French referendum on the Maastricht Treaty triggers a European currency turmoil: the Italian lira and the British pound exit the EMS. At the end of the month, speculators fail to achieve the same outcome with the French franc.

Shortly before the French referendum on 20 September 1992, which created significant uncertainty about the future of European monetary union, the Italian lira is forced to leave the EMS. In the aftermath, George Soros and other hedge fund managers succeed in forcing the pound sterling out of the EMS on 16 September (Black Wednesday). After the referendum results, which were nevertheless positive, the same actors—having been encouraged by the leverage effects provided by the narrow EMS fluctuation bands—launch a spectacular but unsuccessful attack on the French franc, pushing overnight money market rates in France above 20% throughout the crisis.",,,
1993,"North
1920–2015
USA","Institutions & History
Nobel 1993",,"August. Speculation on the foreign exchange market breaks the parity between the French franc and the Deutsche Mark. The EMS fluctuation bands are widened.

In August, a second attempt (see above) on the foreign exchange market to break the Deutsche Mark/French franc parity succeeds. The fluctuation margins of the European Monetary System (EMS) are significantly expanded in order to permanently discourage a repetition of this phenomenon.",,,
,"Fogel
1926–2013
USA","Cliometrics
Nobel 1993",,,,,
1994,"Nash
1928–2015
USA","Game Theory
Nobel 1994",,"February. Bond market crash.

October. Executives at the American bank JPMorgan Chase develop credit default swaps (CDS), contracts that act as insurance against the risk of corporate debt default. A U.S. Senate amendment adopted in 2000 will later foster the expansion of derivatives.

December. Severe economic and financial crisis in Mexico, capital flight. The IMF conditions its assistance on the strengthening of austerity policies.

Bond markets, having overly anticipated the continuation of falling short-term interest rates, undergo a sharp correction of more than 200 basis points lasting for most of the year.",,,
,,,,"Mexican economic crisis (“Tequila crisis”).

The fixed peg of the Mexican peso to the US dollar was, in the long run, incompatible with Mexico’s high inflation rate. However, this peg created a widespread illusion of exchange-rate security. Combined with the removal of structural barriers to capital flows, it led between 1990 and 1993 to a massive inflow of foreign capital into the Mexican economy—more than $90 billion—which dollarized the economy and, above all, fueled a banking credit boom to the private sector, growing at 25% per year during the period.

But inflation gradually eroded Mexico’s competitiveness, and external accounts deteriorated, with the balance of payments deficit reaching 8% of GDP. From December 20, 1994, capital outflows accelerated and the peso collapsed. Bill Clinton, president of the United States and close economic partner of Mexico, intervened to halt the crisis, and the United States, together with international organizations, lent $50 billion to Mexico one week after the start of the crisis, including $18 billion via the IMF. In 1995, Mexico’s GDP fell by 7%. (Forex, interest rates, systemic risk)",,,
1995,"Lucas
1937–
USA","Rational Expectations
Nobel 1995",,"February. Collapse of Barings Bank, the oldest British investment bank, following speculative investments (losses of £900 million, or €1.16 billion).",,,
1996,"Vickrey
1914–1996
USA","Auction Theory
Nobel 1996",,,,,
,"Mirrlees
1936–
UK","Optimal Taxation
Nobel 1996",,,,,
1997,"Merton
1944–
USA","Black–Scholes model
Nobel 1997",,"March–December. A succession of monetary and financial crises in East Asia (Thailand, the Philippines, South Korea, Indonesia, Hong Kong, etc.). The shockwave soon spreads to Russia and then to Latin America. The mechanism is very similar to the one that led, two and a half years earlier, to the 1994 Mexican crisis (see above).

The fixed peg to the U.S. dollar of several regional currencies, particularly the Thai baht, created an illusion of exchange-rate stability. As a result, local banking systems accumulated large short-term foreign-currency debts without properly accounting for exchange-rate risk, financing two massive speculative bubbles across the region: real estate and equity markets.

Local banks engaged in a double mismatch: borrowing short-term in foreign currencies to lend long-term in domestic currency. Loan collateral often consisted of overvalued real estate or overinflated stocks. The inflow of foreign capital was also facilitated by the expansionary monetary policy of the Bank of Japan aimed at combating deflation. However, foreign creditors gradually reduced their exposure during 1997, and on July 2, 1997, Thai authorities were forced to let the baht float. The trap then closed on the region’s economies, triggering both a currency crisis and a banking crisis.",,,
,"Scholes
1941–
Canada","Options pricing
Nobel 1997",,,,,
1998,"Sen
1933–
India","Welfare Economics
Nobel 1998",,"August–September. The beginning of the Russian crisis; the ruble loses nearly 30% of its value. Collapse of the American investment fund Long-Term Capital Management (LTCM). The U.S. Federal Reserve organizes a $3.6 billion rescue to prevent the collapse of the global financial system.

This severe and prolonged bond market crisis, triggered by the excesses of LTCM’s managers, the dramatic Russian public finance crisis, and the resulting “flight to quality,” may have been one of the most serious warnings ever experienced by the global financial system: it came closer than ever to a breakdown in the relationships between major financial instruments.",,,
1999,"Mundell
1932–
Canada","Optimum Currency Area
Nobel 1999",,"January. Financial crisis in Brazil, where the real falls by 40% in a few days. Neighboring countries, including Argentina—Brazil’s main trading partner—are affected. The euro becomes the single currency of the Economic and Monetary Union (EMU). All financial market transactions are now conducted in euros.

November. President Bill Clinton repeals the Glass–Steagall Act, enacted in 1933 by President Franklin D. Roosevelt to separate commercial banking from investment banking.",,,
